Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),Ventilator (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Study (F),Study2,Kid Zone (F),Kid Zone2
2017-04-02,22:15:00,auto,heatOff,hold,Sleep,73.5,67.5,70.5,31,48.3,3,0,0,0,0,,71.3,31,0,69.3,0,70.5,1,
2017-04-02,22:20:00,auto,heatOff,hold,Sleep,73.5,67.5,70.5,31,48.3,3,0,0,0,0,,71.2,31,0,69.2,0,70.5,1,
2017-04-02,22:25:00,auto,heatOff,hold,Sleep,73.5,67.5,70.4,31,48.3,3,0,0,0,0,,71.2,31,0,69,0,70.4,0,
2017-04-02,22:30:00,auto,heatOff,hold,Sleep,73.5,67.5,70.3,31,48.3,3,0,0,0,0,,71.1,31,0,69,0,70.3,0,
2017-04-02,22:35:00,auto,heatOff,hold,Sleep,73.5,67.5,70.3,31,48.3,3,0,0,0,0,,71,31,1,69,0,70.3,1,
2017-04-02,22:40:00,auto,heatOff,hold,Sleep,73.5,67.5,70.3,31,48.3,3,0,0,0,0,,71.1,31,0,69,0,70.3,1,
2017-04-02,22:45:00,auto,heatOff,hold,Sleep,73.5,67.5,70.2,31,48.3,3,0,0,0,0,,71,31,0,68.9,0,70.2,0,
2017-04-02,22:50:00,auto,heatOff,hold,Sleep,73.5,67.5,70.1,31,48.3,3,0,0,0,0,,71,31,0,68.9,0,70.1,0,
2017-04-02,22:55:00,auto,heatOff,hold,Sleep,73.5,67.5,70.1,31,48.3,3,0,0,0,0,,71,31,0,68.7,0,70.1,0,
2017-04-02,23:00:00,auto,heatOff,hold,Sleep,73.5,67.5,70.1,31,46.4,1,0,0,0,0,,71,31,0,68.7,0,70.1,0,
2017-04-02,23:05:00,auto,heatOff,hold,Sleep,73.5,67.5,70.1,31,46.4,1,0,0,0,0,,71,31,0,68.7,0,70.1,0,
2017-04-02,23:10:00,auto,heatOff,hold,Sleep,73.5,67.5,70,31,46.4,1,0,0,0,0,,70.9,31,0,68.5,0,70,0,
2017-04-02,23:15:00,auto,heatOff,hold,Sleep,73.5,67.5,70,31,46.4,1,0,0,0,0,,70.9,31,0,68.5,0,70,0,
2017-04-02,23:20:00,auto,heatOff,hold,Sleep,73.5,67.5,70,31,46.4,1,0,0,0,0,,70.9,31,0,68.4,0,70,0,
2017-04-02,23:25:00,auto,heatOff,hold,Sleep,73.5,67.5,69.8,31,46.4,1,0,0,0,0,,70.9,31,0,68.3,0,69.8,0,
2017-04-02,23:30:00,auto,heatOff,hold,Sleep,73.5,67.5,69.8,31,46.4,1,0,0,0,0,,70.9,31,0,68.3,0,69.8,0,
2017-04-02,23:35:00,auto,heatOff,hold,Sleep,73.5,67.5,69.8,31,46.4,1,0,0,0,0,,70.8,31,0,68.2,0,69.8,0,
2017-04-02,23:40:00,auto,heatOff,hold,Sleep,73.5,67.5,69.8,30,46.4,1,0,0,0,0,,70.8,30,0,68.1,0,69.8,0,
2017-04-02,23:45:00,auto,heatOff,hold,Sleep,73.5,67.5,69.8,31,46.4,1,0,0,0,0,,70.7,31,0,68,0,69.8,0,
2017-04-02,23:50:00,auto,heatOff,hold,Sleep,73.5,67.5,69.8,31,46.4,1,0,0,0,0,,70.7,31,0,68,0,69.8,0,
2017-04-02,23:55:00,auto,heatOff,hold,Sleep,73.5,67.5,69.8,31,46.4,1,0,0,0,0,,70.7,31,0,68,0,69.8,0,
2017-04-03,00:00:00,auto,heatOff,hold,Sleep,73.5,67.5,69.6,30,45.1,11,0,0,0,0,,70.6,30,0,67.8,0,69.6,0,
2017-04-03,00:05:00,auto,heatOff,hold,Sleep,73.5,67.5,69.6,29,45.1,11,0,0,0,0,,70.6,29,0,67.8,0,69.6,0,
2017-04-03,00:10:00,auto,heatOff,hold,Sleep,73.5,67.5,69.6,29,45.1,11,0,0,0,0,,70.6,29,0,67.8,0,69.6,0,
2017-04-03,00:15:00,auto,heatOff,hold,Sleep,73.5,67.5,69.4,29,45.1,11,0,0,0,0,,70.6,29,0,67.6,0,69.4,0,
2017-04-03,00:20:00,auto,heatOff,hold,Sleep,73.5,67.5,69.4,29,45.1,11,0,0,0,0,,70.6,29,0,67.6,0,69.4,0,
2017-04-03,00:25:00,auto,heatOff,hold,Sleep,73.5,67.5,69.4,29,45.1,11,0,0,0,0,,70.5,29,0,67.6,0,69.4,0,
2017-04-03,00:30:00,auto,heatOff,hold,Sleep,73.5,67.5,69.3,29,45.1,11,0,0,0,0,,70.5,29,0,67.4,0,69.3,0,
2017-04-03,00:35:00,auto,heatOff,hold,Sleep,73.5,67.5,69.2,29,45.1,11,0,0,0,0,,70.5,29,0,67.4,0,69.2,0,
2017-04-03,00:40:00,auto,heatOff,hold,Sleep,73.5,67.5,69.2,29,45.1,11,0,0,0,0,,70.5,29,0,67.4,0,69.2,0,
2017-04-03,00:45:00,auto,heatOff,hold,Sleep,73.5,67.5,69.2,29,45.1,11,0,0,0,0,,70.5,29,0,67.2,0,69.2,0,
2017-04-03,00:50:00,auto,heatOff,hold,Sleep,73.5,67.5,69.1,29,45.1,11,0,0,0,0,,70.5,29,0,67.2,0,69.1,0,
2017-04-03,00:55:00,auto,heatOff,hold,Sleep,73.5,67.5,69,29,45.1,11,0,0,0,0,,70.5,29,0,67.1,0,69,0,
2017-04-03,01:00:00,auto,heatOff,hold,Sleep,73.5,67.5,69,29,44.2,8,0,0,0,0,,70.5,29,0,67.1,0,69,0,
2017-04-03,01:05:00,auto,heatOff,hold,Sleep,73.5,67.5,69,29,44.2,8,0,0,0,0,,70.5,29,0,67.1,0,69,0,
2017-04-03,01:10:00,auto,heatOff,hold,Sleep,73.5,67.5,69,29,44.2,8,0,0,0,0,,70.4,29,0,67,0,69,0,
2017-04-03,01:15:00,auto,heatOff,hold,Sleep,73.5,67.5,68.9,29,44.2,8,0,0,0,0,,70.4,29,0,66.9,0,68.9,0,
2017-04-03,01:20:00,auto,heatOff,hold,Sleep,73.5,67.5,68.9,29,44.2,8,0,0,0,0,,70.3,29,0,66.9,0,68.9,0,
2017-04-03,01:25:00,auto,heatOff,hold,Sleep,73.5,67.5,68.9,29,44.2,8,0,0,0,0,,70.2,29,0,66.7,0,68.9,0,
2017-04-03,01:30:00,auto,heatOff,hold,Sleep,73.5,67.5,68.9,29,44.2,8,0,0,0,0,,70.2,29,0,66.7,0,68.9,0,
2017-04-03,01:35:00,auto,heatOff,hold,Sleep,73.5,67.5,68.7,29,44.2,8,0,0,0,0,,70.2,29,0,66.7,0,68.7,0,
2017-04-03,01:40:00,auto,heatOff,hold,Sleep,73.5,67.5,68.7,29,44.2,8,0,0,0,0,,70.2,29,0,66.5,0,68.7,0,
2017-04-03,01:45:00,auto,heatOff,hold,Sleep,73.5,67.5,68.7,29,44.2,8,0,0,0,0,,70.1,29,0,66.5,0,68.7,0,
2017-04-03,01:50:00,auto,heatOff,hold,Sleep,73.5,67.5,68.7,29,44.2,8,0,0,0,0,,70.1,29,0,66.5,0,68.7,0,
2017-04-03,01:55:00,auto,heatOff,hold,Sleep,73.5,67.5,68.7,29,44.2,8,0,0,0,0,,70,29,0,66.3,0,68.7,0,
2017-04-03,02:00:00,auto,heatOff,hold,Sleep,73.5,67.5,68.7,29,41.5,2,0,0,0,0,,70,29,0,66.2,0,68.7,0,
2017-04-03,02:05:00,auto,heatOff,hold,Sleep,73.5,67.5,68.7,29,41.5,2,0,0,0,0,,69.9,29,0,66.2,0,68.7,0,
2017-04-03,02:10:00,auto,heatOff,hold,Sleep,73.5,67.5,68.5,29,41.5,2,0,0,0,0,,69.9,29,0,66.2,0,68.5,0,
2017-04-03,02:15:00,auto,heatOff,hold,Sleep,73.5,67.5,68.5,29,41.5,2,0,0,0,0,,69.8,29,0,66.2,0,68.5,0,
2017-04-03,02:20:00,auto,heatOff,hold,Sleep,73.5,67.5,68.5,29,41.5,2,0,0,0,0,,69.8,29,0,66.1,0,68.5,0,
2017-04-03,02:25:00,auto,heatOff,hold,Sleep,73.5,67.5,68.4,29,41.5,2,0,0,0,0,,69.8,29,0,66,0,68.4,0,
2017-04-03,02:30:00,auto,heatOff,hold,Sleep,73.5,67.5,68.3,29,41.5,2,0,0,0,0,,69.8,29,0,65.9,0,68.3,0,
2017-04-03,02:35:00,auto,heatOff,hold,Sleep,73.5,67.5,68.3,29,41.5,2,0,0,0,0,,69.7,29,0,65.8,0,68.3,0,
2017-04-03,02:40:00,auto,heatOff,hold,Sleep,73.5,67.5,68.3,29,41.5,2,0,0,0,0,,69.7,29,0,65.8,0,68.3,0,
2017-04-03,02:45:00,auto,heatOff,hold,Sleep,73.5,67.5,68.3,29,41.5,2,0,0,0,0,,69.7,29,0,65.6,0,68.3,0,
2017-04-03,02:50:00,auto,heatOff,hold,Sleep,73.5,67.5,68.3,29,41.5,2,0,0,0,0,,69.7,29,0,65.6,0,68.3,0,
2017-04-03,02:55:00,auto,heatOff,hold,Sleep,73.5,67.5,68.3,29,41.5,2,0,0,0,0,,69.6,29,0,65.6,0,68.3,0,
2017-04-03,03:00:00,auto,heatOff,hold,Sleep,73.5,67.5,68.2,29,38.2,2,0,0,0,0,,69.6,29,0,65.4,0,68.2,0,
2017-04-03,03:05:00,auto,heatOff,hold,Sleep,73.5,67.5,68.1,29,38.2,2,0,0,0,0,,69.5,29,0,65.4,0,68.1,0,
2017-04-03,03:10:00,auto,heatOff,hold,Sleep,73.5,67.5,68.1,29,38.2,2,0,0,0,0,,69.4,29,0,65.4,0,68.1,0,
2017-04-03,03:15:00,auto,heatOff,hold,Sleep,73.5,67.5,68,29,38.2,2,0,0,0,0,,69.4,29,0,65.3,0,68,0,
2017-04-03,03:20:00,auto,heatOff,hold,Sleep,73.5,67.5,68,30,38.2,2,0,0,0,0,,69.4,30,0,65.3,0,68,0,
2017-04-03,03:25:00,auto,heatOff,hold,Sleep,73.5,67.5,68,30,38.2,2,0,0,0,0,,69.3,30,0,65.1,0,68,0,
2017-04-03,03:30:00,auto,heatOff,hold,Sleep,73.5,67.5,68,29,38.2,2,0,0,0,0,,69.3,29,0,65.1,0,68,0,
2017-04-03,03:35:00,auto,heatOff,hold,Sleep,73.5,67.5,68,29,38.2,2,0,0,0,0,,69.3,29,0,65,0,68,0,
2017-04-03,03:40:00,auto,heatOff,hold,Sleep,73.5,67.5,68,29,38.2,2,0,0,0,0,,69.2,29,0,64.9,0,68,0,
2017-04-03,03:45:00,auto,heatOff,hold,Sleep,73.5,67.5,68,29,38.2,2,0,0,0,0,,69.2,29,0,64.9,0,68,0,
2017-04-03,03:50:00,auto,heatOff,hold,Sleep,73.5,67.5,68,30,38.2,2,0,0,0,0,,69.2,30,0,64.8,0,68,0,
2017-04-03,03:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.8,30,38.2,2,0,0,0,0,,69.1,30,0,64.7,0,67.8,0,
2017-04-03,04:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.8,30,38,1,0,0,0,0,,69.1,30,0,64.7,0,67.8,0,
2017-04-03,04:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.8,30,38,1,0,0,0,0,,69,30,0,64.5,0,67.8,0,
2017-04-03,04:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,30,38,1,0,0,0,0,,69,30,0,64.5,0,67.6,0,
2017-04-03,04:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,30,38,1,0,0,0,0,,68.9,30,0,64.4,0,67.6,0,
2017-04-03,04:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,30,38,1,0,0,0,0,,68.9,30,0,64.4,0,67.6,0,
2017-04-03,04:25:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,30,38,1,0,0,0,0,,68.9,30,0,64.4,0,67.6,0,
2017-04-03,04:30:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,30,37.4,3,0,0,0,0,,68.9,30,0,64.2,0,67.6,0,
2017-04-03,04:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,30,37.4,3,0,0,0,0,,68.8,30,0,64.2,0,67.6,0,
2017-04-03,04:40:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,30,37.4,3,0,0,0,0,,68.8,30,0,64,0,67.6,0,
2017-04-03,04:45:00,auto,heatOff,hold,Sleep,73.5,67.5,67.5,30,37.4,3,0,0,0,0,,68.7,30,0,64,0,67.5,0,
2017-04-03,04:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,30,37.4,3,0,0,0,0,,68.7,30,0,64,0,67.4,0,
2017-04-03,04:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,30,37.4,3,0,0,0,0,,68.6,30,0,63.9,0,67.4,0,
2017-04-03,05:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,30,37.9,2,0,0,0,0,,68.6,30,0,63.8,0,67.4,0,
2017-04-03,05:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.3,30,37.9,2,0,0,0,0,,68.5,30,0,63.7,0,67.3,0,
2017-04-03,05:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,30,37.9,2,0,0,0,0,,68.5,30,0,63.6,0,67.2,0,
2017-04-03,05:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,30,37.9,2,0,0,0,0,,68.4,30,0,63.6,0,67.2,0,
2017-04-03,05:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,29,37.9,2,0,0,0,0,,68.4,29,0,63.5,0,67.2,0,
2017-04-03,05:25:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,29,37.9,2,0,0,0,0,,68.4,29,0,63.5,0,67.2,0,
2017-04-03,05:30:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,28,36.2,4,0,0,0,0,,68.4,28,0,63.3,0,67.2,0,
2017-04-03,05:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,28,36.2,4,0,0,0,0,,68.4,28,0,63.3,0,67.2,0,
2017-04-03,05:40:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,29,36.2,4,0,0,0,0,,68.3,29,0,63.3,0,67.1,0,
2017-04-03,05:45:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,28,36.2,4,0,0,0,0,,68.2,28,0,63.3,0,67.1,0,
2017-04-03,05:50:00,auto,heatStage1On,hold,Sleep,73.5,67.5,66.9,28,36.2,4,0,300,300,0,,68.2,28,0,63.1,0,66.9,0,
2017-04-03,05:55:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67.1,29,36.2,4,0,255,300,0,,68.8,29,0,63.1,0,67.1,0,
2017-04-03,06:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,28,35.9,10,0,0,45,0,,69.2,28,0,63.4,0,67.2,0,
2017-04-03,06:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,28,35.9,10,0,0,0,0,,69,28,0,63.7,0,67.6,0,
2017-04-03,06:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,28,35.9,10,0,0,0,0,,68.7,28,0,63.6,0,67.6,0,
2017-04-03,06:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,28,35.9,10,0,0,0,0,,68.6,28,0,63.5,0,67.6,0,
2017-04-03,06:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.5,28,35.9,10,0,0,0,0,,68.6,28,0,63.4,0,67.5,0,
2017-04-03,06:25:00,auto,heatOff,hold,Sleep,73.5,67.5,67.3,28,35.9,10,0,0,0,0,,68.6,28,0,63.3,0,67.3,0,
2017-04-03,06:30:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,28,35.7,9,0,0,0,0,,68.5,28,0,63.3,0,67.2,0,
2017-04-03,06:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,28,35.7,9,0,0,0,0,,68.4,28,0,63.2,0,67.2,0,
2017-04-03,06:40:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,28,35.7,9,0,0,0,0,,68.4,28,0,63.1,0,67.1,0,
2017-04-03,06:45:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,28,35.7,9,0,0,0,0,,68.3,28,0,62.9,0,67.1,0,
2017-04-03,06:50:00,auto,heatOff,hold,Sleep,73.5,67.5,66.9,28,35.7,9,0,165,165,0,,68.3,28,0,62.9,0,66.9,0,
2017-04-03,06:55:00,auto,heatStage1On,hold,Sleep,73.5,67.5,66.9,28,35.7,9,0,300,300,0,,68.6,28,0,62.9,0,66.9,0,
2017-04-03,07:00:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67,27,36.8,11,0,105,195,0,,69.2,27,0,63,0,67,0,
2017-04-03,07:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,27,36.8,11,0,0,0,0,,69.3,27,0,63.4,0,67.4,0,
2017-04-03,07:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,27,36.8,11,0,0,0,0,,69.1,27,0,63.7,0,67.6,0,
2017-04-03,07:15:00,auto,heatOff,hold,Sleep,74.7,66.3,67.3,27,36.8,11,0,0,0,0,,69,27,1,63.6,0,67.6,1,
2017-04-03,07:20:00,auto,heatOff,,Sleep,75,66,66.6,27,36.8,11,0,0,0,0,,68.9,27,0,63.6,0,67.6,1,
2017-04-03,07:25:00,auto,heatOff,,Sleep,75,66,65.9,27,36.8,11,0,0,0,0,,68.8,27,0,63.6,0,67.4,1,
2017-04-03,07:30:00,auto,heatOff,,Sleep,75,66,65.9,27,36.8,11,0,0,0,0,,68.8,27,1,63.6,0,67.4,0,
2017-04-03,07:35:00,auto,heatOff,,Sleep,75,66,66.3,27,36.8,11,0,0,0,0,,68.7,27,0,63.6,0,67.2,1,
2017-04-03,07:40:00,auto,heatOff,,Sleep,75,66,66.9,27,36.8,11,0,240,240,0,,68.7,27,0,63.6,0,67.2,1,
2017-04-03,07:45:00,auto,heatStage1On,(SmartRecovery),Sleep,75,66,67.1,27,36.8,11,0,300,300,0,,69.1,27,0,63.6,0,67.1,0,
2017-04-03,07:50:00,auto,heatStage1On,(SmartRecovery),Sleep,75,66,67.4,27,36.8,11,0,300,300,0,,69.7,27,0,63.9,0,67.4,0,
2017-04-03,07:55:00,auto,heatStage1On,(SmartRecovery),Sleep,75,66,68,27,36.8,11,0,255,300,0,,70.2,27,0,64.5,0,68,0,
2017-04-03,08:00:00,auto,heatOff,,Home,73.5,68.5,68.5,27,45,11,0,0,45,0,,70.4,27,0,65,0,68.5,0,
2017-04-03,08:05:00,auto,heatOff,,Home,73.5,68.5,68.8,27,45,11,0,0,0,0,,70.3,27,0,65.3,0,68.8,0,
2017-04-03,08:10:00,auto,heatOff,,Home,73.5,68.5,68.7,27,45,11,0,0,0,0,,70,27,1,65.1,0,68.7,1,
2017-04-03,08:15:00,auto,heatOff,,Home,73.5,68.5,68.3,27,45,11,0,0,0,0,,69.7,27,1,64.9,0,68.3,1,
2017-04-03,08:20:00,auto,heatOff,,Home,73.5,68.5,68.3,27,45,11,0,0,0,0,,69.7,27,0,64.7,0,68.3,1,
2017-04-03,08:25:00,auto,heatOff,,Home,73.5,68.5,68.1,27,45,11,0,0,0,0,,69.7,27,1,64.7,0,68.1,1,
2017-04-03,08:30:00,auto,heatOff,,Home,73.5,68.5,68,27,45,11,0,285,285,0,,69.7,27,1,64.7,0,68,1,
2017-04-03,08:35:00,auto,heatStage1On,,Home,73.5,68.5,68,28,45,11,0,270,300,0,,70.3,28,1,64.7,0,68,1,
2017-04-03,08:40:00,auto,heatOff,,Home,73.5,68.5,68.3,27,45,11,0,0,60,0,,70.7,27,1,65,0,68.3,1,
2017-04-03,08:45:00,auto,heatOff,,Home,73.5,68.5,68.7,26,45,11,0,0,0,0,,70.7,26,1,65.4,0,68.7,1,
2017-04-03,08:50:00,auto,heatOff,,Home,73.5,68.5,68.6,26,45,11,0,0,0,0,,70.5,26,1,65.3,0,68.6,0,
2017-04-03,08:55:00,auto,heatOff,,Home,73.5,68.5,68.4,27,45,11,0,0,0,0,,70.4,27,1,65.2,0,68.4,1,
2017-04-03,09:00:00,auto,heatOff,,Home,73.5,68.5,68.3,26,48,20,0,0,0,0,,70.3,26,1,65.1,0,68.3,1,
2017-04-03,09:05:00,auto,heatOff,,Home,73.5,68.5,68.3,26,48,20,0,0,0,0,,70.2,26,1,65.1,0,68.3,0,
2017-04-03,09:10:00,auto,heatOff,,Home,73.5,68.5,68.2,26,48,20,0,0,0,0,,70.2,26,1,65.1,0,68.2,1,
2017-04-03,09:15:00,auto,heatOff,,Home,73.5,68.5,68.1,26,48,20,0,0,0,0,,70.1,26,1,65.1,0,68.1,1,
2017-04-03,09:20:00,auto,heatOff,,Home,73.5,68.5,68,26,48,20,0,135,135,0,,70,26,1,65,0,68,1,
2017-04-03,09:25:00,auto,heatStage1On,,Home,73.5,68.5,68,27,48,20,0,300,300,0,,70.2,27,1,64.9,0,68,1,
2017-04-03,09:30:00,auto,heatStage1On,,Home,73.5,68.5,68.1,26,48,20,0,150,240,0,,70.7,26,1,65.1,0,68.1,1,
2017-04-03,09:35:00,auto,heatOff,,Home,73.5,68.5,68.5,26,48,20,0,0,0,0,,71,26,1,65.4,0,68.5,1,
2017-04-03,09:40:00,auto,heatOff,,Home,73.5,68.5,68.8,26,48,20,0,0,0,0,,71,26,0,65.6,0,68.8,1,
2017-04-03,09:45:00,auto,heatOff,,Home,73.5,68.5,68.7,26,48,20,0,0,0,0,,70.8,26,1,65.4,0,68.7,0,
2017-04-03,09:50:00,auto,heatOff,,Home,73.5,68.5,68.5,26,48,20,0,0,0,0,,70.6,26,0,65.4,0,68.5,0,
2017-04-03,09:55:00,auto,heatOff,,Home,73.5,68.5,68.5,26,48,20,0,0,0,0,,70.5,26,0,65.3,0,68.5,0,
2017-04-03,10:00:00,auto,heatOff,,Home,73.5,68.5,68.3,26,51.5,23,0,0,0,0,,70.5,26,1,65.3,0,68.3,0,
2017-04-03,10:05:00,auto,heatOff,,Home,73.5,68.5,68.3,25,51.5,23,0,0,0,0,,70.4,25,1,65.3,0,68.3,0,
2017-04-03,10:10:00,auto,heatOff,,Home,73.5,68.5,68.3,25,51.5,23,0,0,0,0,,70.4,25,1,65.1,0,68.3,1,
2017-04-03,10:15:00,auto,heatOff,,Home,73.5,68.5,68.3,26,51.5,23,0,0,0,0,,70.3,26,1,65.1,0,68.3,1,
2017-04-03,10:20:00,auto,heatOff,,Home,73.5,68.5,68.3,26,51.5,23,0,0,0,0,,70.1,26,1,65.1,0,68.3,0,
2017-04-03,10:25:00,auto,heatOff,,Home,73.5,68.5,68.1,26,51.5,23,0,0,0,0,,70.1,26,0,65,0,68.1,0,
2017-04-03,10:30:00,auto,heatOff,,Home,73.5,68.5,68.1,26,51.5,23,0,0,0,0,,70,26,0,64.9,0,68.1,0,
2017-04-03,10:35:00,auto,heatOff,,Home,73.5,68.5,68.1,26,51.5,23,0,0,0,0,,70,26,0,64.9,0,68.1,0,
2017-04-03,10:40:00,auto,heatStage1On,,Home,73.5,68.5,68,26,51.5,23,0,300,300,0,,70,26,0,64.9,0,68,0,
2017-04-03,10:45:00,auto,heatStage1On,,Home,73.5,68.5,68,26,51.5,23,0,270,300,0,,70.5,26,0,64.9,0,68,0,
2017-04-03,10:50:00,auto,heatOff,,Home,73.5,68.5,68.3,25,51.5,23,0,0,60,0,,70.9,25,0,65.2,0,68.3,0,
2017-04-03,10:55:00,auto,heatOff,,Home,73.5,68.5,68.7,25,51.5,23,0,0,0,0,,70.8,25,0,65.4,0,68.7,0,
2017-04-03,11:00:00,auto,heatOff,,Home,73.5,68.5,68.7,25,53.8,23,0,0,0,0,,70.6,25,0,65.3,0,68.7,0,
2017-04-03,11:05:00,auto,heatOff,,Home,73.5,68.5,68.6,25,53.8,23,0,0,0,0,,70.4,25,0,65.3,0,68.6,0,
2017-04-03,11:10:00,auto,heatOff,,Home,73.5,68.5,68.4,25,53.8,23,0,0,0,0,,70.3,25,0,65.1,0,68.4,0,
2017-04-03,11:15:00,auto,heatOff,,Home,73.5,68.5,68.3,25,53.8,23,0,0,0,0,,70.3,25,0,65.1,0,68.3,0,
2017-04-03,11:20:00,auto,heatOff,,Home,73.5,68.5,68.3,25,53.8,23,0,0,0,0,,70.2,25,0,65.1,0,68.3,0,
2017-04-03,11:25:00,auto,heatOff,,Home,73.5,68.5,68.2,25,53.8,23,0,0,0,0,,70.1,25,0,65.1,0,68.2,0,
2017-04-03,11:30:00,auto,heatOff,,Home,73.5,68.5,68.1,25,53.8,23,0,0,0,0,,70,25,0,64.9,0,68.1,0,
2017-04-03,11:35:00,auto,heatOff,,Home,73.5,68.5,68.1,25,53.8,23,0,0,0,0,,70,25,0,64.9,0,68.1,0,
2017-04-03,11:40:00,auto,heatOff,,Home,73.5,68.5,68,25,53.8,23,0,150,150,0,,69.9,25,0,64.9,0,68,0,
2017-04-03,11:45:00,auto,heatStage1On,,Home,73.5,68.5,68,25,53.8,23,0,300,300,0,,70.1,25,0,64.9,0,68,0,
2017-04-03,11:50:00,auto,heatStage1On,,Home,73.5,68.5,68.2,26,53.8,23,0,30,120,0,,70.6,26,0,65.1,0,68.2,0,
2017-04-03,11:55:00,auto,heatOff,,Home,73.5,68.5,68.5,25,53.8,23,0,0,0,0,,70.7,25,0,65.4,0,68.5,0,
2017-04-03,12:00:00,auto,heatOff,,Home,73.5,68.5,68.7,25,56.2,14,0,0,0,0,,70.6,25,0,65.4,0,68.7,0,
2017-04-03,12:05:00,auto,heatOff,,Home,73.5,68.5,68.5,25,56.2,14,0,0,0,0,,70.4,25,0,65.3,0,68.5,0,
2017-04-03,12:10:00,auto,heatOff,,Home,73.5,68.5,68.5,25,56.2,14,0,0,0,0,,70.3,25,1,65.3,0,68.5,0,
2017-04-03,12:15:00,auto,heatOff,,Home,73.5,68.5,68.5,25,56.2,14,0,0,0,0,,70.2,25,1,65.3,0,68.5,0,
2017-04-03,12:20:00,auto,heatOff,,Home,73.5,68.5,68.3,25,56.2,14,0,0,0,0,,70.2,25,0,65.3,0,68.3,0,
2017-04-03,12:25:00,auto,heatOff,,Home,73.5,68.5,68.3,25,56.2,14,0,0,0,0,,70.1,25,0,65.3,0,68.3,0,
2017-04-03,12:30:00,auto,heatOff,,Home,73.5,68.5,68.3,25,56.2,14,0,0,0,0,,70.1,25,0,65.3,0,68.3,0,
2017-04-03,12:35:00,auto,heatOff,,Home,73.5,68.5,68.3,25,56.2,14,0,0,0,0,,70.1,25,1,65.3,0,68.3,1,
2017-04-03,12:40:00,auto,heatOff,,Home,73.5,68.5,68.3,25,56.2,14,0,0,0,0,,70,25,1,65.3,0,68.3,1,
2017-04-03,12:45:00,auto,heatOff,,Home,73.5,68.5,68.3,26,56.2,14,0,0,0,0,,70,26,0,65.3,0,68.3,1,
2017-04-03,12:50:00,auto,heatOff,,Home,73.5,68.5,68.3,26,56.2,14,0,0,0,0,,70,26,1,65.4,0,68.3,0,
2017-04-03,12:55:00,auto,heatOff,,Home,73.5,68.5,68.3,26,56.2,14,0,0,0,0,,70,26,1,65.4,0,68.3,0,
2017-04-03,13:00:00,auto,heatOff,,Home,73.5,68.5,68.3,26,57.7,16,0,0,0,0,,70,26,1,65.4,0,68.3,0,
2017-04-03,13:05:00,auto,heatOff,,Home,73.5,68.5,68.3,26,57.7,16,0,0,0,0,,70,26,1,65.4,0,68.3,1,
2017-04-03,13:10:00,auto,heatOff,,Home,73.5,68.5,68.4,26,57.7,16,0,0,0,0,,70,26,0,65.4,0,68.4,1,
2017-04-03,13:15:00,auto,heatOff,,Home,73.5,68.5,68.4,26,57.7,16,0,0,0,0,,70,26,0,65.4,0,68.4,0,
