Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),Ventilator (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Study (F),Study2,Kid Zone (F),Kid Zone2
2017-02-08,23:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,24,45,7,0,0,0,0,,68.2,24,0,64,0,67.1,0,
2017-02-08,23:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,24,45,7,0,0,0,0,,68.2,24,0,64,0,67.1,0,
2017-02-08,23:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,24,45,7,0,0,0,0,,68.2,24,1,63.9,0,67.1,1,
2017-02-08,23:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,24,45,7,0,0,0,0,,68.2,24,1,63.8,0,67.1,1,
2017-02-08,23:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,24,45,7,0,0,0,0,,68.2,24,0,63.8,0,67.1,1,
2017-02-08,23:25:00,auto,heatStage1On,hold,Sleep,73.5,67.5,66.9,23,45,7,0,300,300,0,,68.2,23,0,63.7,0,66.9,1,
2017-02-08,23:30:00,auto,heatStage1On,hold,Sleep,73.5,67.5,66.9,23,43.5,8,0,285,300,0,,68.7,23,0,63.7,0,66.9,0,
2017-02-08,23:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,23,43.5,8,0,0,75,0,,69.2,23,0,64.1,0,67.2,0,
2017-02-08,23:40:00,auto,heatOff,hold,Sleep,73.5,67.5,68,23,43.5,8,0,0,0,0,,69.1,23,0,64.4,0,68,0,
2017-02-08,23:45:00,auto,heatOff,hold,Sleep,73.5,67.5,67.9,23,43.5,8,0,0,0,0,,68.9,23,0,64.3,0,67.9,0,
2017-02-08,23:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.7,23,43.5,8,0,0,0,0,,68.8,23,0,64.1,0,67.7,0,
2017-02-08,23:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.5,23,43.5,8,0,0,0,0,,68.7,23,0,64,0,67.5,0,
2017-02-09,00:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.3,23,43.4,4,0,0,0,0,,68.6,23,0,64,0,67.3,0,
2017-02-09,00:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,23,43.4,4,0,0,0,0,,68.5,23,0,63.8,0,67.2,0,
2017-02-09,00:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,23,43.4,4,0,0,0,0,,68.5,23,0,63.8,0,67.2,0,
2017-02-09,00:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,23,43.4,4,0,0,0,0,,68.4,23,0,63.6,0,67.1,0,
2017-02-09,00:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,23,43.4,4,0,0,0,0,,68.4,23,0,63.6,0,67.1,0,
2017-02-09,00:25:00,auto,heatOff,hold,Sleep,73.5,67.5,66.9,23,43.4,4,0,180,180,0,,68.4,23,0,63.6,0,66.9,0,
2017-02-09,00:30:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67,23,45.3,7,0,300,300,0,,68.6,23,0,63.5,0,67,0,
2017-02-09,00:35:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67.4,23,45.3,7,0,90,180,0,,69.2,23,0,63.6,0,67.4,0,
2017-02-09,00:40:00,auto,heatOff,hold,Sleep,73.5,67.5,67.9,23,45.3,7,0,0,0,0,,69.3,23,0,64,0,67.9,0,
2017-02-09,00:45:00,auto,heatOff,hold,Sleep,73.5,67.5,68,23,45.3,7,0,0,0,0,,69.1,23,0,64.1,0,68,0,
2017-02-09,00:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.8,23,45.3,7,0,0,0,0,,69,23,0,63.9,0,67.8,0,
2017-02-09,00:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,23,45.3,7,0,0,0,0,,68.8,23,0,63.8,0,67.6,0,
2017-02-09,01:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,23,42,2,0,0,0,0,,68.8,23,0,63.7,0,67.4,0,
2017-02-09,01:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,23,42,2,0,0,0,0,,68.7,23,0,63.6,0,67.2,0,
2017-02-09,01:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,23,42,2,0,0,0,0,,68.7,23,0,63.5,0,67.2,0,
2017-02-09,01:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,23,42,2,0,0,0,0,,68.6,23,0,63.5,0,67.1,0,
2017-02-09,01:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67,23,42,2,0,45,45,0,,68.5,23,0,63.3,0,67,0,
2017-02-09,01:25:00,auto,heatStage1On,hold,Sleep,73.5,67.5,66.9,23,42,2,0,300,300,0,,68.6,23,0,63.3,0,66.9,0,
2017-02-09,01:30:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67.2,23,42,2,0,225,300,0,,69.1,23,0,63.4,0,67.2,0,
2017-02-09,01:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67.7,23,42,2,0,0,15,0,,69.5,23,0,63.7,0,67.7,0,
2017-02-09,01:40:00,auto,heatOff,hold,Sleep,73.5,67.5,68.1,23,42,2,0,0,0,0,,69.4,23,0,63.9,0,68.1,0,
2017-02-09,01:45:00,auto,heatOff,hold,Sleep,73.5,67.5,68,21,42,2,0,0,0,0,,69.2,21,0,63.8,0,68,0,
2017-02-09,01:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.8,21,42,2,0,0,0,0,,69,21,0,63.6,0,67.8,0,
2017-02-09,01:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,21,42,2,0,0,0,0,,68.9,21,0,63.6,0,67.6,0,
2017-02-09,02:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,21,47,6,0,0,0,0,,68.8,21,0,63.5,0,67.4,0,
2017-02-09,02:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,22,47,6,0,0,0,0,,68.8,22,0,63.4,0,67.2,0,
2017-02-09,02:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,23,47,6,0,0,0,0,,68.7,23,0,63.3,0,67.2,0,
2017-02-09,02:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,22,47,6,0,0,0,0,,68.7,22,0,63.3,0,67.2,0,
2017-02-09,02:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,47,6,0,0,0,0,,68.7,21,0,63.3,0,67.1,0,
2017-02-09,02:25:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,47,6,0,0,0,0,,68.6,21,0,63.2,0,67.1,0,
2017-02-09,02:30:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,47,6,0,0,0,0,,68.6,21,0,63.1,0,67.1,0,
2017-02-09,02:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,47,6,0,0,0,0,,68.6,21,0,63.1,0,67.1,0,
2017-02-09,02:40:00,auto,heatOff,hold,Sleep,73.5,67.5,66.9,21,47,6,0,285,285,0,,68.6,21,0,62.9,0,66.9,0,
2017-02-09,02:45:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67.1,22,47,6,0,270,300,0,,69,22,0,63,0,67.1,0,
2017-02-09,02:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,21,47,6,0,0,60,0,,69.5,21,0,63.3,0,67.4,0,
2017-02-09,02:55:00,auto,heatOff,hold,Sleep,73.5,67.5,68,23,47,6,0,0,0,0,,69.5,23,0,63.5,0,68,0,
2017-02-09,03:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.9,21,50.3,9,0,0,0,0,,69.3,21,0,63.6,0,67.9,0,
2017-02-09,03:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.7,21,50.3,9,0,0,0,0,,69.1,21,0,63.5,0,67.7,0,
2017-02-09,03:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.5,21,50.3,9,0,0,0,0,,69,21,0,63.3,0,67.5,0,
2017-02-09,03:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.3,21,50.3,9,0,0,0,0,,68.9,21,0,63.3,0,67.3,0,
2017-02-09,03:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,50.3,9,0,0,0,0,,68.8,21,0,63.2,0,67.2,0,
2017-02-09,03:25:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,50.3,9,0,0,0,0,,68.7,21,0,63.1,0,67.1,0,
2017-02-09,03:30:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,22,50.3,9,0,0,0,0,,68.6,22,0,63.1,0,67.1,0,
2017-02-09,03:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67,22,50.3,9,0,135,135,0,,68.6,22,0,63,0,67,0,
2017-02-09,03:40:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67,23,50.3,9,0,300,300,0,,68.8,23,0,62.9,0,67,0,
2017-02-09,03:45:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67.3,21,50.3,9,0,120,210,0,,69.4,21,0,63.1,0,67.3,0,
2017-02-09,03:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.9,22,50.3,9,0,0,0,0,,69.6,22,0,63.5,0,67.9,0,
2017-02-09,03:55:00,auto,heatOff,hold,Sleep,73.5,67.5,68.1,23,50.3,9,0,0,0,0,,69.5,23,0,63.6,0,68.1,0,
2017-02-09,04:00:00,auto,heatOff,hold,Sleep,73.5,67.5,68,23,,,0,0,0,0,,69.2,23,0,63.5,0,68,0,
2017-02-09,04:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.8,23,,,0,0,0,0,,69,23,0,63.5,0,67.8,0,
2017-02-09,04:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,23,,,0,0,0,0,,68.9,23,0,63.3,0,67.6,0,
2017-02-09,04:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,23,,,0,0,0,0,,68.9,23,0,63.3,0,67.6,0,
2017-02-09,04:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,22,,,0,0,0,0,,68.9,22,0,63.3,0,67.4,0,
2017-02-09,04:25:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,,,0,0,0,0,,68.9,21,0,63.1,0,67.2,0,
2017-02-09,04:30:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,22,,,0,0,0,0,,68.8,22,0,63.1,0,67.2,0,
2017-02-09,04:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,22,,,0,0,0,0,,68.8,22,0,63.1,0,67.2,0,
2017-02-09,04:40:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,22,,,0,0,0,0,,68.7,22,0,62.9,0,67.2,0,
2017-02-09,04:45:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,,,0,0,0,0,,68.6,21,0,62.9,0,67.2,0,
2017-02-09,04:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,,,0,0,0,0,,68.6,21,0,62.9,0,67.1,0,
2017-02-09,04:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,22,,,0,0,0,0,,68.5,22,0,62.8,0,67.1,0,
2017-02-09,05:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67,21,43.5,3,0,75,75,0,,68.5,21,0,62.7,0,67,0,
2017-02-09,05:05:00,auto,heatStage1On,hold,Sleep,73.5,67.5,66.9,22,43.5,3,0,300,300,0,,68.6,22,0,62.7,0,66.9,0,
2017-02-09,05:10:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67.2,23,43.5,3,0,165,255,0,,69.1,23,0,62.8,0,67.2,0,
2017-02-09,05:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.7,23,43.5,3,0,0,0,0,,69.4,23,0,63.2,0,67.7,0,
2017-02-09,05:20:00,auto,heatOff,hold,Sleep,73.5,67.5,68,23,43.5,3,0,0,0,0,,69.2,23,0,63.4,0,68,0,
2017-02-09,05:25:00,auto,heatOff,hold,Sleep,73.5,67.5,67.9,21,43.5,3,0,0,0,0,,69,21,0,63.3,0,67.9,0,
2017-02-09,05:30:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,21,43.4,6,0,0,0,0,,68.9,21,0,63.2,0,67.6,0,
2017-02-09,05:35:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,21,43.4,6,0,0,0,0,,68.7,21,0,63.1,0,67.6,0,
2017-02-09,05:40:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,21,43.4,6,0,0,0,0,,68.6,21,0,62.9,0,67.4,0,
2017-02-09,05:45:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,43.4,6,0,0,0,0,,68.5,21,0,62.9,0,67.2,0,
2017-02-09,05:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,43.4,6,0,0,0,0,,68.5,21,0,62.9,0,67.2,0,
2017-02-09,05:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,43.4,6,0,0,0,0,,68.5,21,0,62.9,0,67.2,0,
2017-02-09,06:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,23,43.4,6,0,0,0,0,,68.5,23,0,62.7,0,67.1,0,
2017-02-09,06:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,23,43.4,6,0,0,0,0,,68.5,23,0,62.7,0,67.1,0,
2017-02-09,06:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,43.4,6,0,0,0,0,,68.4,21,0,62.6,0,67.1,0,
2017-02-09,06:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,43.4,6,0,0,0,0,,68.4,21,0,62.6,0,67.1,0,
2017-02-09,06:20:00,auto,heatOff,hold,Sleep,73.5,67.5,66.9,22,43.4,6,0,270,270,0,,68.4,22,0,62.6,0,66.9,0,
2017-02-09,06:25:00,auto,heatStage1On,hold,Sleep,73.5,67.5,66.9,22,43.4,6,0,300,300,0,,68.9,22,0,62.6,0,66.9,0,
2017-02-09,06:30:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,21,43.6,3,0,0,90,0,,69.4,21,0,62.9,0,67.4,0,
2017-02-09,06:35:00,auto,heatOff,hold,Sleep,73.5,67.5,68,22,43.6,3,0,0,0,0,,69.4,22,0,63.3,0,68,0,
2017-02-09,06:40:00,auto,heatOff,hold,Sleep,73.5,67.5,67.9,23,43.6,3,0,0,0,0,,69.2,23,0,63.2,0,67.9,0,
2017-02-09,06:45:00,auto,heatOff,hold,Sleep,73.5,67.5,67.7,22,43.6,3,0,0,0,0,,69,22,0,63,0,67.7,0,
2017-02-09,06:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.6,21,43.6,3,0,0,0,0,,68.8,21,1,62.9,0,67.6,1,
2017-02-09,06:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.5,21,43.6,3,0,0,0,0,,68.7,21,1,62.9,0,67.5,1,
2017-02-09,07:00:00,auto,heatOff,hold,Sleep,73.5,67.5,67.4,21,45.4,0,0,0,0,0,,68.7,21,0,62.8,0,67.4,1,
2017-02-09,07:05:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,45.4,0,0,0,0,0,,68.6,21,0,62.7,0,67.2,1,
2017-02-09,07:10:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,45.4,0,0,0,0,0,,68.5,21,0,62.7,0,67.2,0,
2017-02-09,07:15:00,auto,heatOff,hold,Sleep,73.5,67.5,67.2,21,45.4,0,0,0,0,0,,68.6,21,0,62.6,0,67.2,0,
2017-02-09,07:20:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,45.4,0,0,0,0,0,,68.5,21,0,62.6,0,67.1,0,
2017-02-09,07:25:00,auto,heatOff,hold,Sleep,73.5,67.5,67.1,21,45.4,0,0,0,0,0,,68.5,21,0,62.6,0,67.1,0,
2017-02-09,07:30:00,auto,heatOff,hold,Sleep,73.5,67.5,66.9,21,43.4,6,0,255,255,0,,68.4,21,0,62.6,0,66.9,0,
2017-02-09,07:35:00,auto,heatStage1On,hold,Sleep,73.5,67.5,67,21,43.4,6,0,270,300,0,,68.9,21,0,62.6,0,67,0,
2017-02-09,07:40:00,auto,heatOff,hold,Sleep,73.5,67.5,67.5,21,43.4,6,0,0,60,0,,69.3,21,1,62.8,0,67.5,1,
2017-02-09,07:45:00,auto,heatOff,hold,Sleep,73.5,67.5,67.9,23,43.4,6,0,0,0,0,,69.3,23,0,63.2,0,67.9,1,
2017-02-09,07:50:00,auto,heatOff,hold,Sleep,73.5,67.5,67.9,23,43.4,6,0,0,0,0,,69.2,23,1,63.3,0,67.9,1,
2017-02-09,07:55:00,auto,heatOff,hold,Sleep,73.5,67.5,67.7,21,43.4,6,0,0,0,0,,69,21,0,63.3,0,67.7,1,
2017-02-09,08:00:00,auto,heatOff,hold,Home,73.5,67.5,67.6,22,53.3,6,0,0,0,0,,68.9,22,1,63.3,1,67.6,1,
2017-02-09,08:05:00,auto,heatOff,hold,Home,73.5,67.5,67.5,23,53.3,6,0,0,0,0,,68.8,23,1,63.4,1,67.5,1,
2017-02-09,08:10:00,auto,heatOff,hold,Home,73.5,67.5,67.4,23,53.3,6,0,0,0,0,,68.7,23,1,63.3,0,67.4,1,
2017-02-09,08:15:00,auto,heatOff,hold,Home,73.5,67.5,67.4,23,53.3,6,0,0,0,0,,68.7,23,0,63.3,0,67.4,1,
2017-02-09,08:20:00,auto,heatOff,hold,Home,73.5,67.5,67.4,23,53.3,6,0,0,0,0,,68.6,23,0,63.3,0,67.4,1,
2017-02-09,08:25:00,auto,heatOff,hold,Home,73.5,67.5,67.4,23,53.3,6,0,0,0,0,,68.7,23,1,63.2,0,67.4,1,
2017-02-09,08:30:00,auto,heatOff,hold,Home,73.5,67.5,67.3,23,53.3,6,0,0,0,0,,68.7,23,1,63.1,0,67.3,1,
2017-02-09,08:35:00,auto,heatOff,hold,Home,73.5,67.5,67.1,21,53.3,6,0,0,0,0,,68.5,21,1,63.1,0,67.1,1,
2017-02-09,08:40:00,auto,heatOff,hold,Home,73.5,67.5,66.8,20,53.3,6,0,150,150,0,,68.1,20,0,63.3,0,66.8,1,
2017-02-09,08:45:00,auto,heatStage1On,hold,Home,73.5,67.5,66.3,21,53.3,6,0,300,300,0,,68,21,1,63.3,0,66.3,0,
2017-02-09,08:50:00,auto,heatStage1On,hold,Home,73.5,65.9,66.2,21,53.3,6,0,60,150,0,,68.2,21,1,63.4,0,66.2,1,
2017-02-09,08:55:00,auto,heatOff,hold,Home,73.5,65.5,66.4,21,53.3,6,0,0,0,0,,68.1,21,0,63.8,0,66.4,1,
2017-02-09,09:00:00,auto,heatOff,hold,Home,73.5,65.5,66.3,21,55.8,5,0,0,0,0,,67.6,21,1,63.8,1,66.3,1,
2017-02-09,09:05:00,auto,heatOff,hold,Home,73.5,65.5,65.9,21,55.8,5,0,0,0,0,,67.2,21,0,63.5,1,65.9,1,
2017-02-09,09:10:00,auto,heatOff,hold,Home,73.5,65.5,65.6,21,55.8,5,0,0,0,0,,67,21,0,63.3,1,65.6,1,
2017-02-09,09:15:00,auto,heatOff,hold,Home,73.5,65.5,65.4,21,55.8,5,0,0,0,0,,66.8,21,1,62.9,0,65.4,1,
2017-02-09,09:20:00,auto,heatOff,hold,Home,73.5,65.5,65.4,22,55.8,5,0,0,0,0,,66.4,22,0,62.7,0,65.4,1,
2017-02-09,09:25:00,auto,heatOff,hold,Home,73.5,65.5,65.5,21,55.8,5,0,0,0,0,,66.5,21,1,62.7,0,65.5,1,
2017-02-09,09:30:00,auto,heatOff,hold,Home,73.5,65.5,65.7,21,60.1,10,0,0,0,0,,66.9,21,1,62.8,1,65.7,0,
2017-02-09,09:35:00,auto,heatOff,hold,Home,73.5,65.5,66.2,21,60.1,10,0,0,0,0,,67.2,21,0,62.9,1,66.2,1,
2017-02-09,09:40:00,auto,heatOff,hold,Home,73.5,65.5,66.2,21,60.1,10,0,0,0,0,,67.4,21,0,63.1,0,66.2,1,
2017-02-09,09:45:00,auto,heatOff,hold,Home,73.5,65.5,66.3,21,60.1,10,0,0,0,0,,67.6,21,0,63.3,0,66.3,1,
2017-02-09,09:50:00,auto,heatOff,hold,Home,73.5,65.5,66.5,21,60.1,10,0,0,0,0,,67.7,21,1,63.3,0,66.5,1,
2017-02-09,09:55:00,auto,heatOff,hold,Home,73.5,65.5,66.5,21,60.1,10,0,0,0,0,,67.9,21,0,63.5,0,66.5,1,
2017-02-09,10:00:00,auto,heatOff,hold,Home,73.5,65.5,66.5,21,60.1,10,0,0,0,0,,68,21,1,63.6,0,66.5,1,
2017-02-09,10:05:00,auto,heatOff,hold,Home,73.5,65.5,66.7,21,60.1,10,0,0,0,0,,68.1,21,0,63.6,0,66.7,1,
2017-02-09,10:10:00,auto,heatOff,hold,Home,73.5,65.5,66.7,21,60.1,10,0,0,0,0,,68.1,21,0,63.6,0,66.7,0,
2017-02-09,10:15:00,auto,heatOff,hold,Home,73.5,65.5,66.7,22,60.1,10,0,0,0,0,,68.1,22,0,63.9,0,66.7,0,
2017-02-09,10:20:00,auto,heatOff,hold,Home,73.5,65.5,66.9,23,60.1,10,0,0,0,0,,68.2,23,1,64,0,66.9,1,
2017-02-09,10:25:00,auto,heatOff,hold,Home,73.5,65.5,66.9,23,60.1,10,0,0,0,0,,68.2,23,1,64,0,66.9,1,
2017-02-09,10:30:00,auto,heatOff,hold,Home,73.5,65.5,66.9,23,61.5,6,0,0,0,0,,68.3,23,0,64,0,66.9,1,
2017-02-09,10:35:00,auto,heatOff,hold,Home,73.5,65.5,67,23,61.5,6,0,0,0,0,,68.4,23,0,64.1,0,67,0,
2017-02-09,10:40:00,auto,heatOff,hold,Home,73.5,65.5,67.1,23,61.5,6,0,0,0,0,,68.5,23,0,64.3,0,67.1,0,
2017-02-09,10:45:00,auto,heatOff,hold,Home,73.5,65.5,67.1,23,61.5,6,0,0,0,0,,68.5,23,0,64.4,0,67.1,0,
2017-02-09,10:50:00,auto,heatOff,hold,Home,73.5,65.5,67.2,23,61.5,6,0,0,0,0,,68.5,23,1,64.4,0,67.2,0,
2017-02-09,10:55:00,auto,heatOff,hold,Home,73.5,65.5,67.2,23,61.5,6,0,0,0,0,,68.5,23,1,64.5,0,67.2,1,
2017-02-09,11:00:00,auto,heatOff,hold,Home,73.5,65.5,67.2,23,65.5,6,0,0,0,0,,68.6,23,1,64.5,0,67.2,1,
2017-02-09,11:05:00,auto,heatOff,hold,Home,73.5,65.5,67.3,23,65.5,6,0,0,0,0,,68.5,23,1,64.7,0,67.3,1,
2017-02-09,11:10:00,auto,heatOff,hold,Home,73.5,65.5,67.4,23,65.5,6,0,0,0,0,,68.6,23,0,64.7,0,67.4,1,
2017-02-09,11:15:00,auto,heatOff,hold,Home,73.5,65.5,67.4,23,65.5,6,0,0,0,0,,68.6,23,1,64.7,0,67.4,1,
2017-02-09,11:20:00,auto,heatOff,hold,Home,73.5,65.5,67.4,23,65.5,6,0,0,0,0,,68.6,23,0,64.9,0,67.4,1,
2017-02-09,11:25:00,auto,heatOff,hold,Home,73.5,65.5,67.6,23,65.5,6,0,0,0,0,,68.6,23,0,64.9,0,67.6,0,
2017-02-09,11:30:00,auto,heatOff,hold,Home,73.5,65.5,67.6,23,65.8,8,0,0,0,0,,68.6,23,0,65.1,0,67.6,0,
2017-02-09,11:35:00,auto,heatOff,hold,Home,73.5,65.5,67.6,23,65.8,8,0,0,0,0,,68.6,23,0,65.1,0,67.6,0,
2017-02-09,11:40:00,auto,heatOff,hold,Home,73.5,65.5,67.6,23,65.8,8,0,0,0,0,,68.7,23,0,65.2,0,67.6,0,
2017-02-09,11:45:00,auto,heatOff,hold,Home,73.5,65.5,67.6,23,65.8,8,0,0,0,0,,68.8,23,0,65.3,0,67.6,0,
2017-02-09,11:50:00,auto,heatOff,hold,Home,73.5,65.5,67.6,23,65.8,8,0,0,0,0,,68.8,23,0,65.3,0,67.6,0,
2017-02-09,11:55:00,auto,heatOff,hold,Home,73.5,65.5,67.6,23,65.8,8,0,0,0,0,,68.8,23,0,65.4,0,67.6,0,
2017-02-09,12:00:00,auto,heatOff,hold,Home,73.5,65.5,67.6,23,67.4,15,0,0,0,0,,68.8,23,0,65.4,0,67.6,0,
2017-02-09,12:05:00,auto,heatOff,hold,Home,73.5,65.5,67.7,24,67.4,15,0,0,0,0,,68.9,24,0,65.4,0,67.7,0,
2017-02-09,12:10:00,auto,heatOff,hold,Home,73.5,65.5,67.8,24,67.4,15,0,0,0,0,,68.9,24,0,65.5,0,67.8,0,
2017-02-09,12:15:00,auto,heatOff,hold,Home,73.5,65.5,67.8,24,67.4,15,0,0,0,0,,68.9,24,0,65.7,0,67.8,0,
2017-02-09,12:20:00,auto,heatOff,hold,Home,73.5,65.5,67.9,24,67.4,15,0,0,0,0,,68.9,24,0,65.8,0,67.9,0,
2017-02-09,12:25:00,auto,heatOff,hold,Home,73.5,65.5,68,24,67.4,15,0,0,0,0,,68.9,24,0,65.8,0,68,0,
2017-02-09,12:30:00,auto,heatOff,hold,Home,73.5,65.5,68,24,67.4,15,0,0,0,0,,68.9,24,0,65.8,0,68,0,
2017-02-09,12:35:00,auto,heatOff,hold,Home,73.5,65.5,68,24,67.4,15,0,0,0,0,,69,24,0,66,0,68,0,
2017-02-09,12:40:00,auto,heatOff,hold,Home,73.5,65.5,68,24,67.4,15,0,0,0,0,,69,24,1,66,0,68,0,
2017-02-09,12:45:00,auto,heatOff,hold,Home,73.5,65.5,68,24,67.4,15,0,0,0,0,,69,24,1,66,0,68,1,
2017-02-09,12:50:00,auto,heatOff,hold,Home,73.5,65.5,68,24,67.4,15,0,0,0,0,,69.1,24,1,66.2,0,68,1,
2017-02-09,12:55:00,auto,heatOff,hold,Home,73.5,65.5,68,24,67.4,15,0,0,0,0,,69.1,24,0,66.2,0,68,1,
2017-02-09,13:00:00,auto,heatOff,hold,Home,73.5,65.5,68.1,24,67,17,0,0,0,0,,69,24,1,66.2,0,68.1,1,
2017-02-09,13:05:00,auto,heatOff,hold,Home,73.5,65.5,68.1,24,67,17,0,0,0,0,,69,24,0,66.2,0,68.1,1,
2017-02-09,13:10:00,auto,heatOff,hold,Home,73.5,65.5,68.1,24,67,17,0,0,0,0,,69,24,1,66.3,0,68.1,1,
2017-02-09,13:15:00,auto,heatOff,hold,Home,73.5,65.5,68.1,24,67,17,0,0,0,0,,69,24,0,66.3,0,68.1,1,
2017-02-09,13:20:00,auto,heatOff,hold,Home,73.5,65.5,68.1,24,67,17,0,0,0,0,,69,24,0,66.4,0,68.1,0,
2017-02-09,13:25:00,auto,heatOff,hold,Home,73.5,65.5,68.3,24,67,17,0,0,0,0,,69.1,24,1,66.5,0,68.3,1,
2017-02-09,13:30:00,auto,heatOff,hold,Home,73.5,65.5,68.3,24,66.6,15,0,0,0,0,,69.1,24,0,66.5,0,68.3,1,
2017-02-09,13:35:00,auto,heatOff,hold,Home,73.5,65.5,68.3,24,66.6,15,0,0,0,0,,69.1,24,1,66.5,0,68.3,0,
2017-02-09,13:40:00,auto,heatOff,hold,Home,73.5,65.5,68.3,24,66.6,15,0,0,0,0,,69.1,24,1,66.6,0,68.3,0,
2017-02-09,13:45:00,auto,heatOff,hold,Home,73.5,65.5,68.3,24,66.6,15,0,0,0,0,,69.1,24,1,66.7,0,68.3,1,
2017-02-09,13:50:00,auto,heatOff,hold,Home,73.5,65.5,68.3,24,66.6,15,0,0,0,0,,69.2,24,0,66.7,0,68.3,1,
